customer_message,clean_customer_message
Shop ơi vừa r mình có mua ghế ô tô kiêm nôi xách joie gemm chromium Xem clip hdsd thì thấy có cái này Mà mình nhận thì ko thấy Này phải mua riêng hay sao ạ ,shop ơi vừa rồi mình có mua ghế ô tô kiêm nôi xách joie gemm chromium xem clip hướng dẫn sử dụng thì thấy có cái này mà mình nhìn thì không thấy này phải mua riêng hay sao ạ
/start_conversation,/stả_convẻation
Quây cao cấp hình ngôi nhà Toys House CHÍNH HÃNG TH319-142B,quây cao cấp hình ngai nhà toys house chính hãng th319-142b
bên mình còn hàng này ko em ?,bên mình còn hàng này không em
"Quây Toys House
tư vấn em ơi",quây toys house tư vấn em ơi
/start_conversation,/stả_convẻation
Tư vấn cho m với ,tư vấn cho mình với
/start_conversation,/stả_convẻation
bên bạn có máy xay hấp đa năng k,bên bạn có máy xay hấp đa năng không
"/confirm_attribute_value{""price"": ""5M - 10M""}",/confỉ_attribute_value price 5m - 10m
"Xhi oi
Có xe đẩy 1 chiều vovo nữa khong",chi ơi có xe đẩy 1 chiều vovo nữa không
Xe này còn k ạ ,xe này còn không ạ
Có xe đẩy đôi nào khong ạ,có xe đẩy đôi nào không ạ
"/confirm_attribute_value{""price"": ""1M - 2M""}",/confỉ_attribute_value price 1m - 2m
"vâng
đúng rồi ạ",vâng đúng rồi ạ
"còn k ạ
giá bn vậy shop",còn không ạ giá bao nhiêu vậy shop
/start_conversation,/stả_convẻation
Chị ơi chị còn máy xay hấp babycook hoặc fatz k ạ?,chị ơi chị còn máy xay hấp babycook hoặc fatz không ạ
Shop bí ngô ơi có bán cũi cho bé k ạ,shop bí ngô ơi có bán cũi cho bé không ạ
"/confirm_attribute_value{""price"": ""NULL_1""}",/confỉ_attribute_value price null_1
Kích thước cũi phải k ạ,kích thước cũi phải không ạ
/start_conversation,/stả_convẻation
Mẫu nào b?,mẫu nào bạn
Shop có bán ghế ăn dặm k ạ,shop có bán ghế ăn dặm không ạ
"/confirm_attribute_value{""price"": ""500k - 1M""}",/confỉ_attribute_value price 500k - 1m
2 xe này bn vậy b ,2 xe này bao nhiêu vậy bạn
Đây b ơi ,đây bạn ơi
"M hỏi giá xe đảo chiều ấy b
Chắc chưa gừi đc hình ảnh",mình hỏi giá xe đảo chiều ấy bạn chắn chưa gừi được hình ảnh
Xe vovo vs nadle,xe vovo với nadle
/start_conversation,/stả_convẻation
"/query_knowledge_base{""object_type"": ""quay""}",/quẻ_knơedge_bá object_type quay
chào shop,chào shop
Alo shop Mình muốn mua gối ,alo shop mình muốn mua gối
Gia nay bao nhiu a!,giá này bao bao nhiêu ạ
Tham nay bao nhiiu tien shop ,thảm này bao nhiêu tiền shop
/start_conversation,/stả_convẻation
cho e hoi minh co thanh chắn giường 1m6x2m k ạ,cho em hỏi mình có thanh chắn giường 1m6x2m không ạ
dạ e cảm on ạ,dạ em cảm ơn ạ
Shop co do choi ngam nuou cho be 6thang ko ah,shop có đồ chơi ngam nuou cho bé 6 tháng không ạ
Bộ đồ chơi ngặm nướu ah,bộ đồ chơi ngặm nướu ạ
báo giá giúp mình ẦU TRƯỢT BẬP BÊNH HOLLA 3IN1,báo giá giúp mình ầu trượt bập bênh holla 3in1
"/confirm_object_type{""object_type"": ""cau_truot""}",/confỉ_object_type object_type cau_truot
không phải bạn ơi,không phải bạn ơi
Bn bn shop ,bao nhiêu bao nhiêu shop
"/confirm_object_type{""object_type"": ""ke""}",/confỉ_object_type object_type ke
Loai cao nhat bn,loại cao nhat bao nhiêu
"Nhu hinh di
Sau nhiu vay
Kho chon",như hình đi sau bao nhiêu vậy kho chon
Nhu hinh gia ra sau,như hình gia ra sau
/start_conversation,/stả_convẻation
cho m xin giá bộ này ah ,cho mình xin giá bộ này ạ
"Bao nhiu vay
De m ck ạ",bảo bao nhiêu vậy để mình chuyển khoản ạ
32 miếng sếp ah shiop,32 miếng sếp ạ shiop
/start_conversation,/stả_convẻation
Shop cho mình hỏi xe đẩy vinng bn?,shop cho mình hỏi xe đẩy vinng bao nhiêu
Mình hỏi xe đẩy đảo chiều gấp gọn ,mình hỏi xe đẩy đảo chiều gấp gọn
/start_conversation,/stả_convẻation
shop có cũi cho trẻ em không,shop có cũi cho trẻ em không
có sản phẩm nào dưới 2 triệu không,có sản phẩm nào dưới 2 triệu không
cho xem các cũi từ 2 đến 6 triệu,cho xem các cũi từ 2 đến 6 triệu
thế còn khoảng 3 triệu thì sao,thế còn khoảng 3 triệu thì sao
/start_conversation,/stả_convẻation
Cho mình hỏi sp còn ko s ,cho mình hỏi sản phẩm còn không s
"/query_knowledge_base{""url"": ""https://shopee.vn/product/36371562/5316521835"", ""product_id"": ""https://shopee.vn/product/36371562/5316521835""}",/quẻ_knơedge_bá ủ https //shopê vn/product/36371562/5316521835 product_id https //shopê vn/product/36371562/5316521835
/start_conversation,/stả_convẻation
Xe giá nhiêu vậy shop ,xe giá nhiêu vậy shop
Gửi về tỉnh Sóc Trăng có tính ship ko shop,gửi về tỉnh sóc trăng có tính ship không shop
Có bạn quây ko ban,có bạn quây không bạn
"Bên b có loại xe đẩy du lịch nào siêu nhỏ gọn ko
Bé có thê nằm đc và có mái che",bên bạn có loại xe đẩy du lịch nào siêu nhỏ gọn không bé có thể nằm được và có mái che
"/confirm_attribute_value{""price"": ""5M - 10M""}",/confỉ_attribute_value price 5m - 10m
/start_conversation,/stả_convẻation
Shop còn xe này ko ạ ,shop còn xe này không ạ
Shop ko còn loại xe t gửi à,shop không còn loại xe tớ gửi à
/start_conversation,/stả_convẻation
"/query_knowledge_base{""object_type"": ""ghe_an"",""brand"": ""mastela""}",/quẻ_knơedge_bá object_type ghe_an brand mastela
Hollla 1tr750 bnhiu m vay e,hollla 1tr750 bao nhiêu mình vậy em
"Phi giao hàng ntn e
C o đồng nai",khi giao hàng như thế nào em chị ở đồng nai
/start_conversation,/stả_convẻation
"/query_knowledge_base{""object_type"": ""ghe_an"",""brand"": ""mastela""}",/quẻ_knơedge_bá object_type ghe_an brand mastela
"/confirm_attribute_value{""color"": ""Đen""}",/confỉ_attribute_value colỏ đen
tôi muốn xem nôi,túi muốn xem nôi
Xin giá Cái đai mấy tủi xài đc ạ ,xin giá cái đai mấy tủi xài được ạ
Có ảnh thật địu này ko shop,có ảnh thật địu này không shop
Giad là 690 hay 750 vậy sjop,giao là 690 hay 750 vậy shop
/start_conversation,/stả_convẻation
Mình có phao bơi ko nhỉ,mình có phao bơi không nhỉ
Ko có loại phao tay hả bạn,không có loại pha tay hả bạn
/start_conversation,/stả_convẻation
Shop ơi bên mình còn xe chòi chân nt hình ảnh ko? ,shop ơi bên mình còn xe chòi chân nhắn tin mình ảnh không
Chiều nay mình qua đ/c bên bạn ở Âu cơ để lấy 1 xe chòi chân như thế này màu đỏ nhé :),chiều nay mình qua đ/c bên bạn ở âu cơ để lấy 1 xe chòi chân như thế này màu đỏ nhé
"Shop ơi
M mua máy tiệt trùng ở đây
Dùng đc hơn 2 tháng",shop ơi mình mua máy tiệt trùng ở đấy dùng được hơn 2 tháng
Bây giờ nó hơi có vấn đề,bây giờ nó hơi có vấn đề
Bạn oi,bạn ơi
Cho mình xin địa chỉ shop mình voi,cho mình xin địa chỉ shop mình với
/start_conversation,/stả_convẻation
"/query_knowledge_base{""object_type"": ""noi""}",/quẻ_knơedge_bá object_type noi
"/confirm_attribute_value{""color"": ""Ghi Sao""}",/confỉ_attribute_value colỏ ghi sao
/start_conversation,/stả_convẻation
Cho biết  giá  của  ghế,chó biết giá của ghế
Alo,alo
"Ôi
Em muôdn hỏi xe hola",ôi em muôdn hỏi xe hola
"De holla xe lắc
Hoặc xe chòi chân yd ạ",để holla xe lắc hoặc xe chòi chân yd ạ
/start_conversation,/stả_convẻation
Cho e hoi tham nay giá bao nhiu zay shop,cho em hỏi thảm này giá bao bao nhiêu zay shop
Cho e xin giá tham ,cho em xin giá thảm
/start_conversation,/stả_convẻation
Bạn ơi,bạn ơi
Này mìn hàng có san k. Ạ ,nãy mình hãng có sẵn không ạ
/start_conversation,/stả_convẻation
Mẫu này còn màu vang ko ạ ,mẫu này còn màu vàng không ạ
"/confirm_object_type{""object_type"": ""ke""}",/confỉ_object_type object_type ke
Vâng ạ,vâng ạ
/start_conversation,/stả_convẻation
Loại này trẻ 4 tháng ngồi được ko b,loại này trẻ 4 tháng ngồi được không bạn
/start_conversation,/stả_convẻation
cho em xin giá quây nhựa ạ ,cho em xin giá quây nhựa ạ
Shop có bát ăn dặm luôn k ạ,shop có bát ăn dặm luôn không ạ
"/confirm_attribute_value{""price"": ""100k - 500k""}",/confỉ_attribute_value price 100k - 500k
"/confirm_attribute_value{""brand"": ""NULL_1""}",/confỉ_attribute_value brand null_1
minh có nhung size nào ạ,minh có khung size nào ạ
B ship luôn cho m vs ạ,bạn ship luôn cho mình với ạ
Sảnh g1 - vinhome greenbay mễ trì,sản g1 - vinhome grêbay mễ trì
/start_conversation,/stả_convẻation
Mình tìm xe đẩy cho bé,mình tìm xe đẩy cho bé
Gỗ dk e ,gỗ được em
"Ấp tân tiến.xã tân phú.huyện tân châu.tay ninh
Chữ cái ban rieng",ấp tân tiến xã tân phú huyện tân châu tay ninh chữ cái bạn rieng
Số ban rieng ha e,số bạn rieng ha em
Xe trên cao hơn hả shop,xe trên cao hơn hả shop
Xe này nặng bn kg hả shop?,xe này nặng bao nhiêu kg hả shop
Xe này bn cân bạn,xe này bao nhiêu cân bạn
/start_conversation,/stả_convẻation
Ghế ăn dặm mastela 1016 gúa bn ạ,ghế ăn dặm mastela 1016 gúa bao nhiêu ạ
Giá bn,giá bao nhiêu
/start_conversation,/stả_convẻation
Cho m giá xe này nhé ,cho mình giá xe này nhé
SHOP còn quaay ko,shop còn quâ không
Còn xanh ko ah,còn xanh không ạ
"/confirm_object_type{""object_type"": ""quay""}",/confỉ_object_type object_type quay
/start_conversation,/stả_convẻation
"/query_knowledge_base{""object_type"": ""noi""}",/quẻ_knơedge_bá object_type noi
"Mình cần tìm cũi vải
Bên bạn có những loại nào ạ",mình cần tìm cũi vải bên bạn có những loại nào ạ
/start_conversation,/stả_convẻation
/start_conversation,/stả_convẻation
/start_conversation,/stả_convẻation
xe này bn vậy shop ,xe này bao nhiêu vậy shop
/start_conversation,/stả_convẻation
Giá bao nhiêu b ,giá bao nhiêu bạn
Này shop còn ko ạ ,này shop còn không ạ
"/query_knowledge_base{""url"": ""https://shopee.vn/product/36371562/729942651"", ""product_id"": ""https://shopee.vn/product/36371562/729942651""}",/quẻ_knơedge_bá ủ https //shopê vn/product/36371562/729942651 product_id https //shopê vn/product/36371562/729942651
Chiều cao sao ạ,chiều cao sao ạ
shop còn tuyển sỉ không ạ?,shop còn tuyển sỉ không ạ
Cho e xin giá ạ ,cho em xin giá ạ
"/disagree{""object_type"": null}",/dígrê object_type null
Shop ơi tớ muốn mua mấy đồ này ở shop mình,shop ơi tớ muốn mua mấy đồ này ở shop mình
Mà tiền vận chuyển shopee cao quá 136k,mà tiện vận chuyển shopee cao quá 136k
"M muốn hỏi xe đẩy
M gửi ảnh r mà
M xin giá",mình muốn hỏi xe đẩy mình gửi ảnh rồi mà mình xin giá
Xe này có mái che k ạ,xe này có mái che không ạ
K ạ mẫu như em gửi ạ,không ạ mẫu như em gửi ạ
Mẫu này m xin giá ạ ,mẫu này mình xin giá ạ
Ý minh hoi cả cái xe nặng bn kg ấy b,ý mình hỏi cả cái xe nặng bao nhiêu kg ấy bạn
/start_conversation,/stả_convẻation
/start_conversation,/stả_convẻation
Shop ới,shop ới
Shop còn bộ đồ chơi tắm k,shop còn bộ đồ chơi tắm không
/start_conversation,/stả_convẻation
Cho m hỏi m tạo độ ẩm,cho mình hỏi mình tạo độ ẩm
Ghế ô tô joie stage có hàng k shop,ghế ô tô joie stage có hàng không shop
/start_conversation,/stả_convẻation
Alo shop,alo shop
Shop m có xe lắc mẫu này k? ,shop mình có xe lắc mẫu này không
Giá bao nh hả shop?,giá bao nh hả shop
/start_conversation,/stả_convẻation
Shop có địu k ạ,shop có địu không ạ
"/confirm_attribute_value{""price"": ""100k - 500k""}",/confỉ_attribute_value price 100k - 500k
/start_conversation,/stả_convẻation
"/query_knowledge_base{""object_type"": ""ghe_an"",""brand"": ""mastela""}",/quẻ_knơedge_bá object_type ghe_an brand mastela
"/confirm_attribute_value{""color"": ""Xanh""}",/confỉ_attribute_value colỏ xanh
"hi
hi
hi",hi hi hi
gi cung duoc,gọi cưng duoc
hi shop,hi shop
Có bạn quây ko ban,có bạn quây không bạn
Hollla 1tr750 à e,hollla 1tr750 à em
hi,hi
/greet,/grê
/greet,/grê
hi,hi
.,
Alu,alu
"Bộ đấy trc giá nhiêu bạn nhỉ
Loại size lớn ý tầm 1m2 x 2m",bộ đấy trước giá nhiêu bạn nhỉ loại size lớn ý tầm 1m2 x 2m
Ở hcm hả bạn,ở hồ chí minh hả bạn
Cho c cai vo lang nhe,cho chị cái vô lăng nhé
Xe nay hieu gi ah,xe này hieu gi ạ
"Shop ơi
Cho mình đặt thêm 1 đàn",shop ơi cho mình đặt thêm 1 đàn
Bạn giao về 17 T11 nguỹen thị đinhj nhé,bạn giao về 17 t11 nguỹen thị đinhj nhé
/start_conversation,/stả_convẻation
Chào bạn,chào bạn
Mình vừa gọi điện thoại  hỏi ghế ô tô Mình hỏi mẫu này Mỗi mẫu 2 chiếc Nhà mình có sẵn k? ,mình vừa gọi điện thoải hỏi ghế ô tô mình hỏi mẫu này mỗi mẫu 2 chiếc nhà mình có sẵn không
"Em ơi
Có clip xe dưới kg",em ơi có clip xe dưới kg
Cho chị xem gấp vào dễ và gọn kg,cho chị xem gấp vào dễ và gọn kg
Shop ơi ;)) nhận đc hàng rồi...mà thiếu cái bàn đạp của xe thì phải 😭 tìm mãi ko thấy đâu ạ,shop ơi nhận được hàng rồi mà thiếu cái bàn đạp của xe thì phải tìm mãi không thấy đâu ạ
Đến mấy h bên bạn nghỉ nhờ,đến mấy giờ bên bạn nghỉ nhờ
/start_conversation,/stả_convẻation
Dạ cho em hỏi bên mình có nôi vải valder bản 3 full ko ạ,dạ cho em hỏi bên mình có nôi vải valder bản 3 full không ạ
Loại này ạ ,loại này ạ
C ơi bên mình còn xe đẩy v3 k ạ,chị ơi bên mình còn xe đẩy v3 không ạ
"/confirm_attribute_value{""brand"": ""Vovo""}",/confỉ_attribute_value brand vovo
Cho mình xem các mẫu với ạ,cho mình xem các mẫu với ạ
Mình muốn xe để đi du lịch bạn ạ Xe nhỏ kiểu này này bạn ,mình muốn xe để đi du lịch bạn ạ xe nhỏ kiểu này này bạn
/start_conversation,/stả_convẻation
gối này bn shop? ,gối này bao nhiêu shop
"/query_knowledge_base{""url"": ""https://shopee.vn/product/36371562/2411587961"", ""product_id"": ""https://shopee.vn/product/36371562/2411587961""}",/quẻ_knơedge_bá ủ https //shopê vn/product/36371562/2411587961 product_id https //shopê vn/product/36371562/2411587961
???,
"Em oi
Em hoi cho c chua
1 tuan roi",em ơi em hỏi cho chị chưa 1 tuần rồi
/start_conversation,/stả_convẻation
Bộ này bn ạ ,bộ này bao nhiêu ạ
/start_conversation,/stả_convẻation
Thảm này bao nhieu vậy shop,thảm này bao nhiêu vậy shop
/start_conversation,/stả_convẻation
để cho mình 1 bộ xúc cát nhé,để cho mình 1 bộ xúc cát nhé
Bộ này giá bn ? ,bộ này giá bao nhiêu
Bạn ơi bên bạn còn mẫu này ko ạ,bạn ơi bên bạn còn mẫu này không ạ
Bộ này giá bn,bộ này giá bao nhiêu
/start_conversation,/stả_convẻation
"Shop ơi, bên mình còn sẵn xe đẩy này ko ạ? ",shop ơi bên mình còn sẵn xe đẩy này không ạ
Mình muốn đến xem ạ,mình muốn đến xem ạ
Mình muốn mua cái đai xe máy phane quang,mình muốn mua cái đai xe máy phane quang
bộ này bn vậy shop ,bộ này bao nhiêu vậy shop
