sentence,og_sentence,kmeans_cluster,x,y
để mình kiểm tra lại kích thước xíu nhé,Để mình kiểm tra lại kích thước xíu nhé,4,-35.343708,34.420712
mình lay co 1 thảm ạ,Mình lay co 1 tham ah,4,-17.011644,22.594233
xong chưa bạn,Xong chưa b,4,3.194533,46.861855
đắt quá à,Đắt quá ak,1,-38.544895,-27.551239
vậy đặt sao bạn,Vậy đặt sao b,0,-1.500089,-17.190279
mai công ty mình phân thuốc sát khuẩn nữa,Mai công ty mình phun thuốc sát khuẩn nữa,4,-9.868874,30.492355
ơ ò vừa lúc trưa bên mình không báo nghỉ vì sắp tới việt nam đưa người dân việt ở vũ hán về ý,Ò ò. Vừa lúc trưa bên mình thông báo nghỉ vì sắp tới VN đưa ng dân Việt ở Vũ Hán về ý,0,-17.292738,7.335032
em về bắc ninh,Em về Bắc Ninh,0,9.118118,-0.550128
mình thấy bạn bảo đẹp nhưng mình chưa nhận thấy,Mình thấy bạn bảo đẹp nhưng mình chưa nhìn thấy,2,-1.340524,-29.638891
9 đào duy anh,9 đào duy anh,4,6.917867,49.65279
trước 17 30 là được,Trc 17:30 là đc,0,9.401561,-24.795
còn 1 máy fatz tặng kèm hâm sữa là cái nào bạn,còn 1 máy fatz tặng kèm hâm sữa là cái nào b?,0,10.661878,8.256895
cái này nặng kèm mình sữa bạn nhỉ,cái này tặng kèm bình sữa b nhỉ,5,35.619366,9.94611
0989490877,0989490877,5,50.46265,16.228697
bạn nhầm số rồi,B nhầm số r,2,-1.090732,-38.999653
https //shopê vn/gh%e1%ba%be-%c4%90a-n%c4%82ng-cao-c%e1%ba%a4p-máela-i 36371562 619150769 fbclid=iwảlwg6ag81vt47èqopvywq7pqgmg7kodfóse0lynsvnfwwt9hupz8k,https://shopee.vn/GH%E1%BA%BE-%C4%90A-N%C4%82NG-CAO-C%E1%BA%A4P-MASTELA-i.36371562.619150769?fbclid=IwAR3Lwg6aG81Vt47eFkQOpVYwQ7pQGMg7KOdfOsnSe0LynsVnfWWT9HupZ8k,3,27.393385,-26.591745
cửa hàng bạn ở đâu nhỉ,cửa hàng b ở đâu nhỉ,5,50.860332,21.808741
cho mình đặt 1 hộptrang điểm nhé bạn,Cho mình đặt 1 hộptrang điểm nhé bạn,3,47.161922,-26.512054
mình thấy mỗi jt với viettel,mình thấy mỗi jt với viettel,0,-22.233189,14.950645
bên bạn không chạy với ghtk à,bên bạn k chạy với ghtk à,0,10.514399,1.230268
đơn của lienxinhgai đấy,đơn của lienxinhgai đấy,1,-22.378851,-2.814945
bạn gửi hàng giúp mình sớm nhé,b gửi hàng giúp mình sớm nhé,2,20.947168,-52.666405
mình đặt rồi đấy,mình đặt r đấy,5,54.001202,37.858902
không cho vào bag được,Ko cho vào bag đc,0,-1.625709,2.204934
đã ấn hets,Đã ấn hets,2,7.60671,-27.746307
ơ mình chưa vào xong,Ô minh chưa vào xong,3,34.019993,1.141536
cho mình link,Cho minh link,3,55.403156,-39.429749
cái loại mà 500k yd ạ,Cái loại mà 500k yd ạ,4,-16.195168,50.127884
thế loại hanbie,Thế loại hanbie,2,-7.930212,-42.524925
vậy là không cho kiểm tra hàng trước à,Vậy là ko cho ktra hàng trước ak,0,10.623653,12.146871
mình ở nga sơn thanh hóa,"Mình ở Nga Sơn, Thanh Hóa",2,-17.098299,-33.52227
tay chân đang còn ngắn ạ,Hay chân đang còn ngắn ạ,1,-25.875395,-10.835439
ừ cố gắng giúp chị nhé,Ừ cố gắng giúp c nhé,1,-31.028978,-6.353819
sau thế,Sao thế,0,2.210283,-13.392198
đặt từ hôm qua rồi,Đặt từ hqua rồi,1,-42.061707,9.197722
ơ thế chờ mình tí,Ò thế chờ mình tí,0,26.857323,5.353167
cho mình hỏi full có kèm ngựa luôn kh ạ,Cho mk hỏi full có kèm ngựa luôn kh ạ,3,53.200153,-29.136747
2 mẫu là khác hãng đúng không ạ,2 mẫu là khác hãng đúng k ah,2,-25.159458,-55.39286
bô luôn được không bạn,book luôn đc k b?,2,-25.052469,-63.047955
có bạn,có b,3,71.610367,-18.794607
trước 4h nhé bạn,trước 4h nhé b,4,-6.395637,23.748306
mai bên bạn giao cho hình sau nhé,Mai bên b giao cho mình sau nhé,1,-23.875362,-2.065354
nhận hàng xong trả được không ạ,Nhận hàng xong trả dc ko ạ,2,-26.09586,-56.898571
0348438959,0348438959,2,-29.575186,-36.275459
gửi về vĩnh yên vĩnh phúc thì mất mấy ngày ạ,Gủi về vĩnh yên vĩnh phúc thì mất mấy ngày ạ,0,-9.526809,-16.292118
cho họ em không số dài rộng của ghế trượt với ạ,Chị ho e thông số dài rộng của ghế trượt với ạ,0,-13.763616,8.153619
ghế trượt này 550k ạ,Ghế trượt này 550k ạ,1,-42.940151,-14.418204
bạn kiểm tra giúp mình,Bạn kiểm tra giúp mình,2,21.119873,-56.884964
mình đặt rồi nhed,Mình đặt rồi nhed,5,54.315327,36.870953
bạn xác nhận nhé,Bạn xác nhận nhé,2,-11.658155,-26.929262
mình đặt rồi,M đặt rồi,5,53.974068,37.926567
mình vừa huỷ đơn,Mình vừa huỷ đơn,1,-56.233467,-5.989578
nick múrô trên shopepe,Nick mushroom trên shopepe,4,-0.087577,42.560493
thế mình huỷ đơn,Thế mình huỷ đơn,1,-35.039715,8.674564
1 triệu 5 hả bạn,1trieu 5 hả b,0,-12.186345,-13.566319
em ở hải dương ạ,E ở Hải Dương ạ,3,23.54228,-7.112391
để đặt hàng thì làm như thế nào ạ,Để đặt hàng thì làm ntn ạ,4,-30.97245,65.560036
loại nhỏ nhỏ cũng được ạ,loại nhỏ nhỏ cũng đc ạ,3,60.555828,-10.706672
mình không lấy ngựa thì sao hả bạn,M không lấy ngựa thì sao hả b,0,-22.641161,8.346337
bao gồm cả ngựa bập bênh ạ,Bao gồm cả ngựa bập bênh ạ?,4,5.003277,32.012455
thế còn quây bóng ạ,Thế còn quây bóng ạ,2,3.874239,-32.308342
kích thước ntnt đấy ạ,kích thước ntnt đấy ạ,4,-28.340111,46.758545
vì nhà mình con gái,vì nhà mình con gái,1,-50.358196,12.711434
hồng thì tốt quá,hồng thì tốt quá,5,29.170782,11.587808
mình ở bắc ninh,mình ở bắc ninh,1,-34.189175,-14.957632
và cái đỡ đầu cho bé tập đứng ạ,và cái đỡ đầu cho bé tập đứng ạ,0,14.5705,-1.021513
giống mã này không bạn,Giống mã này ko bạn,2,-9.752872,-59.254612
mình ghé lấy nha,mình ghé lấy nha,0,-15.242826,12.437465
phí cao quá ạ,Phí cao quá ạ 😓,5,32.776421,29.473906
được đấy ạ,Đc đây ah,0,-15.688104,-3.23439
xong an ạ,Long an ạ,3,14.481836,-36.424519
mình lấy bộ 1m6x1m8 nha shop,M lấy bộ 1m6x1m8 nha shop,5,19.059143,23.942606
vì nhìn trên sản phẩm cứ không rõ lắm,Vì nhìn trên sp cứ k rõ lắm,4,-17.23679,32.255714
tớ thấy trên sản phẩm,T thấy trên sp,1,-40.556313,13.554634
bô hình thú ý ạ,Bô hình thú ý ạ,5,20.488592,19.305761
vậy đèn uv hỏng cần thay thì mua ở đâu shop,Vậy đèn uv hỏng cần thay thì mua ở đâu shop?,0,8.804785,-13.432867
mình ở thành phố hồ chí minh,Mình ở TP HCM,2,4.886773,-81.437645
mình muốn đặt bộ này,Mình muốn đặt bộ này,5,36.450584,48.561279
có gì bạn kiểm tra giúp mình nhé,Có j b ktra giúp.mìn nhé,3,24.779446,-53.617996
nên muốn đặt trực tiếp bên mình để tiện kiểm tra sản phẩm,Nên muốn đặt trực tiếp bên mình để tiện ktra sp,1,-40.921444,13.726798
cho em xin gía máy tiệt trùng fatz với ạ,cho em xin gía máy tiệt trùng Fatz với ạ,3,24.67429,-33.751923
bộ cầu trượt nghĩ một lát vì nhà chật mua về vợ lại cằn nhằn,"Bộ cầu trượt nghĩ một lát vì nhà chật, mua về vợ lại cằn nhằn!",0,-3.725324,13.34306
shop chuyển giúp luôn bộ câu cá,Shop chuyển giúp luôn bộ câu cá!,0,-5.812809,-2.029876
kích thước bộ xích đu như thế nào shop,Kích thước bộ xích đu ntn shop?,4,-30.792284,64.573212
thế dòng được cho bé đến tầm mấy tuổi ạ,Thú dùng dc cho bé đến tầm mấy tuổi ạ,3,13.878622,-25.071054
vì size 10+2 kích thước 2 mẫu khác nhau đó ạ,vì size 10+2 kích thước 2 mẫu khác nhau đó ạ,0,-18.023277,15.464839
đây bạn nha,Đây b nha,5,42.083405,34.470299
0976188979 trang toà sa chung cư vinhomé bắc ninh-tp bắc ninh,"0976188979 trang
Toà SA chung cư vinhomes Bắc ninh-tp bắc ninh",0,-3.724551,-22.168913
để cho mình 1c,Để cho m 1c,3,45.999348,-33.695621
bạn ui,B ui,4,-51.556328,44.157425
shop ở đâu z nhỉ,Shop ở đâu z nhỉ,5,55.9683,21.473686
giữa của set cầu trượt,Giía của set cầu trượt,3,35.975929,-32.537964
0966760980,0966760980,5,58.049538,21.068518
mình lấy con này nha shop,Mình lấy con này nha shop,5,45.168964,5.35353
tính luôn cước rồi hả bạn,Tính luôn cước rồi hả bạn,1,-40.572433,-10.078685
mẫu trên bé mới tập ngồi ngồi được không ạk,Mẩu trên bé mới tập ngồi ngồi dc k ạk,2,-20.12718,-46.424706
gồm 2 ghế luôn ạ,Gồm 2 ghế luôn a,3,28.842859,-5.004492
2 size này thôi ạ,2 size này thôi ạ,0,-10.665627,17.681587
118 x 156 ạ,118 x 156 ạ,1,-31.135843,-22.348238
132 x 165,132 x 165,4,-40.310028,36.245846
2 cái này ạ,2 cái này a,5,55.983925,9.914132
các kích cỡ luôn ạ,các kích cỡ luôn ạ,0,5.398552,-23.999201
mua của shop có 1 triệu máy ạ,Mua cua shop co 1trieu máy a,0,4.330242,10.592446
mua bên tiki toi 2 triệu máy luon a,Mua ben tiki toi 2tr máy luon a,5,21.157841,33.474747
mua bên tiki toi 2 triệu mấy lần à shop,Mua ben tiki toi 2trieu may lan a shop?,0,-21.349817,4.521391
sao em vô tiki không được ạ,Sao em vo tiki ko dc a,3,27.548529,-25.341129
không cod ạ sao ki vay,Ko cod a sao ki vay,0,4.726327,-18.339888
ngoài anh,Ngoc anh,4,-36.152519,42.951534
âp bai ngư xa an sơn huyên kiên hai tinh kiên giang,Âp Bai Ngư Xa An sơn Huyên Kiên Hai Tinh kiên Giang,0,-1.37393,16.059425
0889679050,0889679050,4,-20.67041,25.68067
em nói là gui cho em,Em noi la gui cho em,3,22.275263,-35.847183
1895k ạ vậy gửi em nha theo được độ à,1895k a vay gui em nha theo dc đo a,0,5.843125,-14.114968
qua 68 phố vạn kiếp 0963498669,Qua 68 Phố Vạn Kiếp. 0963498669,4,-15.906466,27.527164
em muốn lấy cái này,E muốn lay cái này,5,25.388718,50.688366
không 0398511733 133 thống nhất p11 gò vấp hồ chí minh,"Khánh 0398511733
133 Thống Nhất, P11, Gò Vấp, HCM",2,4.470753,-73.574532
thông tin như sau,Thông tin như sau,3,55.614285,-18.171082
cửa nhà mình là 112cm thì mua như thế nào nào bạn,Cửa nhà mình là 112cm thì mua ntn nào bạn,4,-28.967825,61.464405
em qua lấy,e qua lấy,5,14.418312,56.363159
được bên mình ở đâu nhỉ,đc bên mình ở đâu nhỉ,2,-15.657185,-40.645374
mình chuyển 500k hả bạn,mình chuyenr 500k hả bạn,1,-46.02636,4.597099
bạn kâs minhg 1 thanh,bạn kaays minhg 1 thanh,3,44.604897,-13.77521
2m2,2m2,5,63.952362,21.665461
nếu thế mình lấy 1 thanh để tối đi ngủ thui vậy,Nếu thế mình lấy 1 thanh để tối đi ngủ thui vậy,3,23.576349,-6.192205
cái đó gấp được không bạn,Cái đó gấp đc k bạn,2,-26.217869,-60.612263
1 thanh 2m,1 thanh 2m,3,47.994911,-17.176825
em định lấy 2 thanh 2m2,E định lấy 2 thanh 2m2,4,-4.0504,28.889565
mình muốn lấy thanh 2m2,Mình muốn lấy thanh 2m2,5,38.726639,48.475487
hoàng hà tầng 4 tòa nhà hòa xá 360 nguyễn lương bằng phường thanh mình thành phố hải dương 0945936565,"hoàng hà, tầng 4, tòa nhà Hòa xá, 360 nguyễn lương bằng, phường thanh bình, tp hải dương. 0945936565",2,1.472662,-29.334328
nếu có gửi mình 2 bộ này với,nếu có gửi mình 2 bộ này với,3,31.903496,1.849897
với cả tháp xếp chồng nữa ạ,với cả tháp xếp chồng nữa ạ?,4,-22.652155,43.038803
à nhô,a nhô,4,-31.751921,48.018211
mẫu đường phố ý,Mẫu đường phố ý,3,25.648216,-18.541361
bạn cố báo giao hôm nay giúp mình nhé,Bạn cố báo giao hnay giúp m nhé,3,17.253733,-42.99057
trong hôm nay phải không bạn,Trong hnay phải k b,2,-16.687103,-60.4776
máy uv ấy,Máy uv ấy,4,2.364649,40.843842
0941751492,0941751492,2,-5.93769,-30.710518
mình ở 18t2 trung hoàn nhân chính nhé,Mình ở 18T2 Trung Hoà Nhân Chính nhé,0,-11.388651,-11.14826
vậy em huỷ đơn nha chị bé nhà em bé trai chị ạ,Vậy e huỷ đơn nha c. Bé nhà e bé trai c ạ,0,-6.621484,22.678923
em lấy xanh thui ạ bao giờ có hàng nữa ạ,E lấy xanh thôi ạ. Bao h có hàng nữa ạ,4,-2.372951,26.360853
thảm xpe có n~ mẫu gì thế bạn,thảm XPE có n~ mẫu j thế b?,0,-17.255323,-12.684115
ừm bạn,Ừm b,3,56.902958,0.766686
vậy à bạn,Vậy à b,1,-48.840397,-21.570229
ví dụ mình không muốn lấy bình sữa,Vd m ko nuốn lấy bình sữa,4,-28.079119,32.774364
ừa,Ừa,5,27.904095,64.097855
được d6 thất sơn phường 15 quận 10 thành phố hồ chí minh người nhận tùng 0979 393 787,"ĐC: D6 Thất Sơn, phường 15, quận 10, Tp HCM
Người nhận: Tùng 0979 393 787",2,4.714004,-73.521591
uh đúng rồi shop,Uhm đúng rồi shop,1,-65.832458,-5.055303
tí chồng mình qua lấy ghế luôn nhé shop,Tí chồng mình qua lấy ghế luôn nhé shop,5,24.612379,41.202892
cho mình xin được với,Cho mình xin dc với,3,60.225201,-23.835934
phần mình cái đó nhé,Phần mình cái đó nhé,1,-46.018436,-10.156851
túi giờ mình không ở nhà mình về quê lên không tiện,Tại h mình ko ở nhà mình về quê lên k tiện,0,-1.204598,15.650423
số nhà 89 ngõ 29 phố trạm long biên,Số nhà 89 ngõ 29 phố trạm long biên,3,29.706762,-25.083357
2h30 là ở đấy rồi ạ,2h30 là ở đấy rồi ạ,2,-11.500775,-53.469849
bạn bôk grab luôn bây giờ nhé giờ mình đang ở gần đấy lắm rồi,B bôk grab luôn bây h nhé. H mình đang ở gần đấy lắm rồi,0,-13.705967,-5.802834
50 võ chí công shop ạ,50 võ chí công shop ạ,0,-11.388084,-11.242328
chính xác luôn shop ạ,Chính xác luôn shop ạ,3,42.002274,1.883817
người nhận cô thạnh 097 1464728,Người nhận: Cô Thạnh 097 1464728,0,-19.132622,9.668427
thks,Thks,3,49.626186,-15.802507
bạn up địu thôi được không ạ,B up địu thôi dc ko ạ,2,-23.849936,-58.97377
tớ bán máy hút roi ạ,T bán may hút roi ạ,0,3.520498,13.534637
máy hút sữa medela pá 1 2 triệu tặng kèm tất cả như trong ảnh địu infatino pá 400k còn rất mới = ai mua cả 2 pá 1 5 triệu ạ,"Máy hút sữa Medela pass 1.2tr (tặng kèm tất cả như trong ảnh)
địu Infatino pass 400k còn rất mới
=> ai mua cả 2 pass 1.5tr ạ",0,-3.788983,1.98371
máy hút sữa medela pá 1 2 triệu tặng kèm tất cả như trong ảnh địu infatino pá 500k còn rất mới,"Máy hút sữa Medela pass 1.2tr (tặng kèm tất cả như trong ảnh)
địu Infatino pass 500k còn rất mới",0,-3.881369,2.050894
thế cho mình lấy cái đó,Thế cho mình lấy cái đó,3,43.232304,-36.932854
nếu có odẻ cũng được ạ,Nếu có oder cũng được ạ,0,-7.39306,-16.715101
em chuyển mọi người vẫn nhận được luôn đấy ạ,em chuyển mọi người vẫn nhận dc luôn đấy ạ,1,-56.469814,-16.571436
kệ cả trái ngân hàng,kể cả trái ngân hàng,4,-17.53808,41.777298
shop bô grap ứng tiền cho em được không ạ,shop book grap ứng tiền cho em dc ko ạ,2,-23.383917,-50.416058
vậy giao cho em xanh lá cũng được ạ,vậy giao cho em xanh lá cũng dc ạ,3,32.183868,-21.561642
gửi luôn dùm tớ với nha,Gửi luôn dùm tớ với nha,4,-22.31422,33.74469
uh,Uh,2,-58.148354,-56.147461
0611001928974,0611001928974,4,-4.937797,63.670673
giờ tớ chuyển,Giờ tớ chuyển,0,9.634649,-8.605956
0916250889,0916250889,4,-51.026917,30.472509
69 trần nghệ tông phường lộc vượng thành phố nam định,"69 Trần Nghệ Tông, phường Lộc Vượng, thành phố Nam Định",2,-0.461666,-30.978724
vũ thị trà my,Vũ Thị Trà My,4,-8.326289,26.138271
đây là loại chính hãng hay nội địa trung ạ,Đây là loại chính hãng hay nội địa Trung ạ,0,11.798083,-0.953642
shop cho mình hỏi với,Shop cho mình hỏi với,3,63.468403,-33.571144
0986895374 bạn ạ,0986895374 b ạ,1,-43.96497,-17.5203
tớ gửi nhé,T gửi nhé,2,-3.414762,-35.878803
tớ ở 136 hồ tùng mậu goldmả city,T ở 136 hồ tùng mậu goldmark city,4,1.388343,49.256393
tớ mua máy uv fatz,T mua máy uv fatz,1,-34.005573,-14.476021
rồi bạn,Rồi b.,1,-75.639793,-1.206164
nhấc cái toa khói trên đầu lần lượt ra rồi lắp thôi mà,Nhấc cái toa khói trên đầu lần lượt ra rồi lắp thôi mà,1,-24.99201,-10.151804
ví gì bạn,Vít gì b,4,-20.83053,21.292833
với tàu lắp pin không chạy bạn ạ,Với tàu lắp pin ko chạy b ah,0,-13.711552,10.221193
rau,Rau,1,-61.042004,-21.978828
bộ cầu trượt xích đu,bộ cầu trượt xích đu,1,-52.233196,-11.276488
con không ạ,Con k a,2,-22.80883,-66.393829
đợt trước mình vừa mua 1 cái rồi,Đợt trc mình vừa mua 1 cái r,0,22.481039,-1.517535
nhận được shop bao mình,Nhan dc sh bao m,1,-58.596382,-18.798075
với ghế ăn dặm,Với ghế an dặm,4,-1.477117,62.437717
tổng hoá đơn,Tổng hoá đơn,1,-31.828154,-9.19714
tớ ở hà nội thôi,Tớ ở Hà Nội thôi,2,-9.387343,-43.62545
năm dinh a,nam dinh a,2,-24.007273,-27.816441
mình cần 2 cửa,Mình cần 2 cửa,3,40.217327,-9.073673
còn 1m2,Còn 1m2?,3,38.118805,-6.687704
vg ạ,Vg ạ,4,-33.441555,50.069847
1 bộ nặng khoảng mấy kg vậy ạ,1 bộ nặng khoảng mấy kg vậy ạ?,4,-16.61968,39.753292
cho em hỏi máy hâm sữa tiệt trùng sấy khô 3in 1 không ạ,"Cho e hỏi máy hâm sữa, tiệt trùng sấy khô 3in 1 k ạ",3,19.674965,-24.936726
em nhận được rồi ạ,E nhận đc r ạ,1,-63.055038,-23.595837
xuất sứ đâu sao s,Xuất sứ đâu sao s?,4,-18.090605,22.248053
kệ pier ý bạn,Kệ pier ý bạn,5,33.703644,59.760902
shop pro,Shop pro,4,-15.072122,54.041561
bạn gửi luôn giúp tớ,Bạn gửi luôn giúp tớ,3,22.452351,-40.842209
thế à,Thế à,1,-68.850822,21.120874
không sao nhé,K sao nhé,1,-21.838999,-11.221649
