sentence,og_sentence,kmeans_cluster,x,y
nhấc cái toa khói trên đầu lần lượt ra rồi lắp thôi mà,Nhấc cái toa khói trên đầu lần lượt ra rồi lắp thôi mà,0,48.257935,7.416589
ví gì bạn,Vít gì b,3,32.639904,-17.838661
với tàu lắp pin không chạy bạn ạ,Với tàu lắp pin ko chạy b ah,3,7.097128,-17.085732
rau,Rau,5,79.841766,-39.306229
bộ cầu trượt xích đu,bộ cầu trượt xích đu,3,-5.882512,-28.398336
con không ạ,Con k a,4,-85.26165,6.148631
đợt trước mình vừa mua 1 cái rồi,Đợt trc mình vừa mua 1 cái r,1,-27.475599,-14.055406
nhận được shop bao mình,Nhan dc sh bao m,4,-76.12014,23.966476
với ghế ăn dặm,Với ghế an dặm,3,2.446798,-29.848186
tổng hoá đơn,Tổng hoá đơn,0,58.852142,27.95747
tớ ở hà nội thôi,Tớ ở Hà Nội thôi,2,-20.267809,77.269516
năm dinh a,nam dinh a,0,90.822624,22.709049
mình cần 2 cửa,Mình cần 2 cửa,4,-55.908123,-1.604234
còn 1m2,Còn 1m2?,0,72.160049,0.189789
vg ạ,Vg ạ,0,69.816154,4.13324
1 bộ nặng khoảng mấy kg vậy ạ,1 bộ nặng khoảng mấy kg vậy ạ?,3,9.1892,-24.528639
cho em hỏi máy hâm sữa tiệt trùng sấy khô 3in 1 không ạ,"Cho e hỏi máy hâm sữa, tiệt trùng sấy khô 3in 1 k ạ",3,4.638722,-4.565909
em nhận được rồi ạ,E nhận đc r ạ,4,-72.438766,26.226702
xuất sứ đâu sao s,Xuất sứ đâu sao s?,0,74.526703,15.780246
kệ pier ý bạn,Kệ pier ý bạn,0,53.374111,3.512866
shop pro,Shop pro,0,58.589783,1.645024
bạn gửi luôn giúp tớ,Bạn gửi luôn giúp tớ,4,-61.296158,19.550072
thế à,Thế à,1,-1.21545,-68.735023
không sao nhé,K sao nhé,4,-79.251884,4.764742
shop gửi cho mình chưa à,Shop gửi cho mk chưa ak?,4,-66.628899,-17.986193
cái máy event hoa tuyết kích hút thế nào ấy chị nhỉ,Cái máy event hoa tuyết kích hút thế nào ấy c nhỉ,3,17.333782,-38.087063
em mới sinh bé,E mới sinh bé,4,-61.832451,0.659342
lần trước mua của shop,Lần trc mua của shop,1,-29.224369,-28.475595
mình cần tìm cho bé trai,m cần tìm cho bé trai,3,-22.621567,-10.429726
cho té cái cối,cho test cái coi,0,58.913948,18.052488
gồm bàn và hai ghế ạ,Gồm bàn và hai ghế ạ,1,-17.955124,-44.875511
2090+70 ạ,2090+70 ạ,0,69.761551,4.130088
giao luôn hôm nay được không bạn,Giao luôn hôm nay dc ko bạn,4,-67.357903,46.401577
shop gửi mấy hút mũi cho mình chưa,Shop gui may hut mui cho mjnh chua,2,-20.840523,15.820934
128 hong ha p9 q phu nhuan 0908233329,128 hong ha p9 q phu nhuan 0908233329,5,37.932129,-58.312424
shop gửi mấy hút mũi dum em nhé,Shop gui may hut mui dum e nhe,2,12.305138,25.538687
128 hong ha p9 q phu nhuan 0908233329,128 hong ha p9 q phu nhuan 0908233329,5,37.932129,-58.312424
giao cho 1 cái nhé bạn,Giao cho 1 cai nhe ban,4,-68.405632,-19.270485
chọn loại 132 -165,Chon loại 132 -165,0,88.324097,2.0575
lại sợ mua thảm không vừa,Tại sợ mua thảm ko vừa,4,-43.413139,1.859795
nhỏ nhỏ xinh xinh,Nhỏ nhỏ xinh xinh,5,44.696819,-43.543953
nay giờ còn loại mới hơn bạn,Hay giờ còn loại mới hơn b,4,-76.845665,6.055298
kích thước bộ ý tớ hay nhỏ ạ,kích thước bộ ý to hay nhỏ ạ,5,16.171684,-65.935127
kích thước như thế nào ạ,Kích thước ntn ạ,5,14.624714,-75.706459
mình gửi shop,Mình gửi shop,4,-70.50959,-14.327775
mình có mẫu nào,M có mẫu nào,1,-10.15618,-73.975693
mình thanh toán trước 50%,Minh thanh toán trước 50%,2,19.602674,36.863243
có những mẫu nào ạ,Có những mẫu nào ạ,1,-1.966411,-71.094398
bộ 1 ghế,Bộ 1 ghế,1,-54.68697,-53.112804
loại nào ạ,Loại nào ạ,1,-1.034881,-76.619125
giờ hành chính,Giờ hc,2,-0.224611,46.033073
0962866906,0962866906,5,74.097412,-25.753141
52 lê văn lương,52 lê văn lương,0,60.169598,50.461166
thế loại 1m8*2m còn mẫu nào bạn,Thế loại 1m8*2m còn mẫu nào b?,1,6.120752,-59.058685
đổi riêng vỏ bể hay cả bộ thế shop,Đổi riêng vỏ bể hay cả bộ thế shop,3,27.492096,-25.752615
shop gửi sớm giúp mình nhé,Shop gửi sớm giúp mình nhé,4,-58.978546,17.099743
ngoài bộ này ra,Ngoài bộ này ra,1,-15.530014,-48.43924
báo mình lấy 1 cái nhé,Báo m lấy 1 cái nhé,1,-61.526825,-35.637424
lúc nào thảm i love london về,Lúc nào thảm I love London về,0,71.515121,1.886157
shop giao hàng cho em luôn hôm nay shop nhé,Shop giao hàng cho em luôn hôm nay shop nhé,4,-69.266312,41.345951
shop giao hàng cho em hôm nay được không ạ,Shop giao hàng cho em hôm nay đc ko ạ?,4,-69.746277,42.85408
bạn mình bảo mua của shop,Bạn mình bảo mua của shop,4,-60.552841,-24.867527
mình gửi nhé,M gửi nhé,4,-65.181831,-11.902364
bập bênh bé hả bạn,Bập bênh bé hả b?,3,-10.291146,-23.554043
có loại nào gửi mình nhé,Có loại nào gửi mìh nhé,1,-24.048912,-66.702652
không nó không hút không đung gì cả nữa,Nhưng nó ko hút ko rung gì cả nữa,4,-35.358246,6.046984
mình sạc thấy có vào điện sáng đèn,Mình sạc thấy có vào điện (sáng đèn),2,16.472128,25.591293
hjx,Hjx,5,61.920914,-25.69323
2018 hoặc 2019 gì đó mình không nhớ rõ,2018 hoặc 2019 gì đó m ko nhớ rõ,0,53.509243,29.825066
mình cũng không nhớ rõ mua từ lúc nào nữa,Mình cũng ko nhớ rõ mua từ lúc nào nữa,3,2.013026,-16.905134
mà giờ không biết sao nó không đung không hút được nữa,Mà giờ ko biết sao nó ko rung ko hút đc nữa,4,-51.524323,30.911629
sợ không để vừa bộ quây nhà mình,Sợ ko để vừa bộ quây nhà mình,4,-51.960819,-1.952842
ôi thế tớ nhỉ,Ôi thế to nhỉ,3,16.555616,-34.833591
quây xích thước to hơn bên bạn về chưa ạ,Quây kích thước to hơn bên bạn về chưa ạ,1,-10.248154,-52.78973
cho mình xin link đặt hàng,Cho mình xin link đặt hàng,4,-32.47562,-12.064013
cho mình hỏi,Cho mình hỏi,1,-75.20755,-47.221672
vải d ạ,Hải d ah,0,69.739204,11.368677
cho em nhà bóng 13 cánh với ạ,Cho e nhà bóng 13 cánh vs ah,3,-16.757059,-11.840817
11 cánh là hình vuông phải không ạ,11 cánh là hình vuông phải ko ah,3,22.168709,-10.331409
cho em mua quây bóng với ạ,Cho e mua quây bóng vs ah,1,-56.726677,-46.963768
mình đã đặt trên tiki nhé,Mình đã đặt trên tiki nhé,4,-36.166645,22.526487
3100+1690,3100+1690,5,74.843552,-40.418625
thế lấy cả quà tặng nhé,Thế lấy cả quà tặng nhé,3,2.317459,-27.830214
mua cả máy tiệt trùng tặng máy hâm sữa nữa ngé,Mua cả máy tiệt trùng tặng máy hâm sữa nữa ngé,3,2.151671,-6.868628
139 cầu giấy,139 cầu giấy,0,58.089233,8.21512
cũi,Cũi,0,66.68325,11.905686
hx,Hx,5,65.838272,-52.323647
kho hx,Khổ hx,5,49.372688,-68.350357
đúng rồi mình sợ nó nóng mất rồi ấy,Đúng r m sợ nó đóng mất rồi ấy :(,2,-8.831334,32.069756
mình ở hải phòng bạn ạ,M ở hải phòng b a,2,-30.381678,55.382366
để mình báo người nhà nhận đồ,Để mình báo ng nhà nhận đồ,4,-54.703613,20.425053
đúng rồi bạn,Đúng rùi b,4,-70.809349,15.897537
bạn check nhé,B check nhé,2,-19.436111,21.481344
0936 002 682,0936 002 682,5,62.777157,-55.35685
số nhà 57b3 khu tập thể vườn quả đường phú minh phường minh khai bắc từ liêm,"Số nhà 57b3 khu tập thể vườn quả, đường Phú minh, phường minh khai,Bắc từ liêm",2,5.030659,72.048378
shop ui,Shop ui,3,40.832882,-8.934676
mình nhận rồi bạn,M nhận rồi b,4,-73.97963,26.802561
bạn kiểm tra dùm mình nhé,B ktra dùm m nhé,2,9.838179,30.532963
m8 nha bạn,M8 nha b,0,41.275578,2.448428
đến của nó mình lắp sao shop nhỉ,Đế của nó mình lắp sao shop nhỉ,4,-58.930424,-23.229881
ghế ô tô sàty gía sao ạ,Ghế ô tô safety gía sao ah,0,67.781227,10.227779
bộ hồ chí minh đi,Bỏ hcm đi,2,-3.313086,81.432327
tưởng láng nhé,Đường láng nhé,0,55.839115,24.437546
có nhed,Có nhed,0,51.819633,-6.340926
cái bập bênh á,Cái bập bênh á,0,41.365677,-3.992355
lấy gì bạn,Lấy j b,1,-34.532562,-49.685295
lần nào vừa thấy post tớ cũng hỏi mà,Lần nào vừa thấy post t cũng hỏi mà,3,0.12383,-17.877575
sợ tý mình đi ra ngoài,Sợ tý mình đi ra ngoài,2,15.664765,37.179733
096 8515028 nếu không gọi được số kia thì gọi số này nhé,096 8515028 nếu k gọi đc số kia thì gọi số này nhé,2,-25.161623,27.207426
loại kia hết ạ,loại kia hết ạ,1,-7.19313,-45.053543
cũng lật mặt làm bàn học được shop nhỉ,Cũng lật mặt làm bàn học đc shop nhỉ,3,21.125174,18.714273
cám ớn shop,Cảm ớn shop,0,88.617577,0.954045
shop có những loại chậu tắm gấp gọn nào ạ,Shop có những loại chậu tắm gấp gọn nào ạ,3,27.948298,-27.493853
bên bạn có ghế ăn dặm gì gửi thông tin giúp mình nhé,"Bên b có ghế ăn dặm j
Gửi thông tin giúp m nhé",4,-30.091562,-1.677176
thế cho mình mua quả bóng và cái bàn nhạc ạ,Thế cho mình mua quả bóng và cái bàn nhạc ạ,1,-15.800683,-29.199341
cái này nữa ạ,cái này nữa ạ,1,-18.043779,-69.776398
bóng này nữa ạ,bóng này nữa ạ,1,-18.068642,-63.437042
bạn,Bạn,1,-46.87022,-71.678589
không được hỗ trợ gì bgio à bà,K dc hỗ trợ j Bgio à bà,0,43.24485,28.74168
mình hay mua đồ,M hay mua đồ,4,-67.775558,-29.154116
cho em xin kích thước cầu trượt xích đu với ạ,Cho e xin kích thước cầu trượt xích đu vs ạ,5,17.052307,-64.654305
mình đi tặng,M đi tặng,4,-61.833057,-2.928243
nhận luôn,Nhận luôn,2,-18.419271,51.669262
huhu,Huhu,5,55.036701,-65.854752
cái này gấp gọn được nhỉ,Cái này gấp gọn dc nhỉ,3,7.780298,-23.042749
cả đệm bạn nhé,Cả đệm b nhé,1,-27.326553,-37.18401
lâu lâu không qua kho chị mua đồ rồi,Lâu lâu không qua kho c mua đồ rùi,2,-13.06588,35.079067
chị không nhà ạ được nhé,Chị k nha ạ được nhé,4,-83.602287,1.470691
từ 11h30 đến 1h30,Từ 11h30 đến 1h30,0,69.24588,34.591694
hôm trước bao 1290,Hôm trc bao 1290,2,-9.543574,50.71793
chuyển cho mình 1 sản phẩm về ngõ 217 đê la thành nhà ạ 7 khu văn phòng quốc hội nhé,Chuyển cho mình 1 sản phẩm về ngõ 217 đê la thành nhà a 7 khu văn phòng quốc hội nhé,2,-5.358089,60.498592
mình hỏi cái này mà,Mình hỏi cái này mà,1,-54.260376,-43.420784
0855205566,0855205566,5,63.859085,-27.132631
37 lê đại hành,37 lê đại hành,0,91.553055,22.028746
ở lê đại hành hbt em ạ,"Ở lê đại hành, hbt e ạ",2,30.066372,47.841114
da,Da,5,43.424118,-70.288986
hàng việt nam ha bạn,Hang viet nam ha b,2,4.614581,40.920914
bộ câu cá ben minh bán sak a,Bộ câu ca ben minh bán sak a,0,55.352993,51.562828
da,Da,5,43.315197,-70.374779
bạn cho mình hỏi,B cho m hỏi,1,-68.057343,-44.468395
tức là cả thảm bóng quây cầu trượt xích đu,"Tức là cả thảm, bóng, quây, cầu trượt, xích đu...",3,-4.624359,-27.268145
bao gồm toàn bộ ạ,Bao gồm toàn bộ ạ?,1,-2.032121,-39.308136
bên bạn có bản viết cho trẻ,bên bạn có bảng viết cho trẻ,3,31.005606,-7.883575
cho bé từ 2 tuổi,cho bé từ 2 tuổi,4,-54.942596,-2.05397
mình lấy ghế gấu nhé,mình lấy ghế gấu nhé,3,-21.972811,-13.015313
0989912808,0989912808,5,69.377113,-42.054352
hôm trước ạ mình vừa mua ghế hình không xong bên shop,htrc a mình vừa mua ghế hình khủng long bên shop,4,-54.442394,4.842292
n9- cc đồng tàu-phố thịnh liệt- giải phóng,n9- cc đồng tàu-phố thịnh liệt- giải phóng,5,41.105095,-65.611176
nếu không được em hỗ trợ a nhé,Nếu k đc e hỗ trợ a nhé,2,-8.973198,37.540031
bạn thông cảm,Bạn thông cảm,0,58.171589,3.337205
gửi cả 2 số đều được nhé,Gọi cả 2 số đều dc nhé,4,-44.734585,0.615788
bộ mình tìm được máy rồi,Bố mình tìm dc máy r,4,-57.467842,-15.592207
số chị giống 0976788286,Số chị Giang 0976788286,2,28.248934,47.204964
bộ mình vừa mất diện thoại,Bố mình vừa mất điện thoại,0,42.22839,14.054493
bên bạn gửi hàng cho mình chưa,Bên bạn gửi hàng cho mình chưa,4,-72.396591,-11.681771
sáng sớm bên bạn gửi cho bình đấy,Sáng sớm bên bạn gửi cho mình đấy,4,-39.699123,-3.224251
mai mấy giờ bên bạn gửi,Mai mấy h bên bạn gửi,4,-65.398994,26.226175
nay bên trong bị lỗi em,Hay bên trong bị lỗi e,4,-58.976372,37.733658
là cái hộp ở ngoài bị lỗi,Là cái hộp ở ngoài bị lỗi,3,-10.14992,1.975726
gd bé gái trong clip đang uong là gd nao,Gd bé gái trong clip đang uong là gd nao,0,72.98156,31.364817
cho mình hỏi loại nào cho bé tập dễ,Cho m hỏi loại nào cho bé tập dễ,1,-33.895397,-30.301916
nhưng bé chưa biết hút,Nhưng bé chưa biết hút,2,-25.518337,21.434582
cũng đang tập cho bé uống nước sữa bằng ống hút,Cũng đang tập cho bé uống nước sữa bằng ống hút,3,11.516784,-3.877131
bé mình 17 tháng rưỡi,Bé mình 17 tháng rưỡi,0,41.411732,20.635498
mình muốn hỏi về cốc uống nước richell,M muốn hỏi về cốc uong nuoc richell,3,28.788105,8.382842
hôm trước em hỏi 1450 mà,Hôm trc e hỏi 1450 mà,2,-15.528871,47.29277
bé 1 tuổi đi được không ạ,Bé 1 tuổi đi đc k ạ,4,-75.374565,4.315334
bế để bỏ lên cho bé ngồi,Bệ để bỏ lên cho bé ngồi,3,10.577099,7.087616
khoảng mấy ngày có ạ,Khoang may ngày có ạ,4,-43.956875,15.606309
0973878146,0973878146,5,77.003281,-38.880566
mua về tự lắp ạ,Mua về tự lắp ạ?,4,-46.669823,-18.66824
cho mình không tin viết 3 dòng đấy ạ,Cho mình thông tin viết 3 dòng đấy ạ,3,-6.537417,-4.623133
mình đang ở hải phòng,Mình đang ở Hải Phòng,2,-1.500597,63.734634
babaymôv,Babaymooov,5,69.617256,-31.618364
khoảng cuối tháng 3 đầu tháng 4 năm ngoái,Khoảng cuối tháng 3 đầu tháng 4  năm ngoái,0,54.859421,38.831512
mình có mua máy xay hấp bên bạn,Mình có. Mua máy xay hấp bên bạn,1,-29.261999,-27.777676
để mình tìm lại,để mình tìm lại,4,-61.043259,-0.891634
chờ mình chút,chờ mình chút,0,47.378807,19.940374
thấy dụng máy này có vẻ đang cháy hàng,Thấy dòng máy này có vẻ đang cháy hàng,3,4.03933,-8.078203
shop coa bạn loại máy tiệt trùng uv này không ạ,Shop coa bạn loại máy tiệt trùng uv này k ạ,3,1.669265,-36.407791
tập mãi không chị bú bình,Tập mãi ko chịu bú bình,2,10.716946,51.605526
hết khuyến mại rồi sao ạ,Hết km rồi sao ạ,3,-1.909155,16.809408
mình muốn đặt máy tiệt trùng của fatz,Mình muốn đặt máy tiệt trùng của fatz,3,-10.729452,-12.252201
máy hầm sữa là loại như nào bạn nhỉ,máy hầm sữa là loại như nào bạn nhỉ,1,-2.646209,-63.169746
còn thảm máy hâm sữa thì là 1 triệu 6 nhỉ,còn thêm máy hâm sữa thì là 1 tr 6 nhỉ,1,-16.50942,-33.896122
không lấy quà thì rẻ hơn hả bạn,ko lấy quà thì rẻ hơn hả bạn,3,-18.551945,6.160157
phí cao quá nhỉ,Phí cao quá nhỉ,3,-0.917591,-12.189974
bao gioè lại có thế ạ,Bao gioè lại có thế ạ,1,-6.540684,-44.89201
biết mốt mua trực tiếp bạn đỡ trả cho tiki,Biết mốt mua trực tiếp bạn đỡ trả cho tiki,0,47.43396,9.822323
yl,(Yl,5,71.275322,-40.641773
mình mới mua sản phẩm này trên tiki,Mình mới mua sp này trên tiki,1,-30.691875,-25.788622
bạn cho mình hỏi là túi đựng loại nào bạn,Bạn cho mình hỏi là túi đựng loại nào bạn?,1,-8.904886,-53.638371
nay hoặc đen á,Nau hoac den á,0,58.668911,35.318394
thế thôi,Thế thôi,1,-0.95375,-69.353561
giờ lại hết,Giờ lại hết,4,-65.351097,26.258196
vừa báo có,Vừa báo có,4,-37.576023,3.851822
không tầm 6h giao về 1234 dg láng cho em,Ko tầm 6h giao về 1234 dg láng cho e,0,38.788498,31.441511
hoàng nửa ngày mới trả lời thế nào,Toàn nửa ngày mới tl tn😰,3,28.612095,-18.540867
em cần trong hôm nay,E cần trong hnay,4,-65.375931,46.704124
là cái em vừa gửi á,Là cái e vừa gửi á,1,-21.16239,-22.430397
thêm 1 thanh nối ạ,Thêm 1 thanh nối ạ,3,-11.235317,-21.343288
cho mình 1 bộ nhé ạ,Cho mình 1 bộ nhé ạ,1,-62.957359,-44.233582
tơ mua mà không nắp được,Tơ mua mà ko nắp dk,2,7.496302,38.99474
nếu kk thì bảo trì mất tiền cộng được,Nếu kk thì bảo trì mất tiền cũng đc,0,39.227787,29.056507
chị không tìm thấy mới chết dở,Chị ko tìm thấy mới chết dở,0,27.881134,29.658133
chị nhớ là thoáng ý,Chị nhớ là khoảng ý,3,32.93972,-7.436752
uh tầm tầm ý,Uh tầm tầm ý,2,11.616058,49.458012
gửi yếm trước đi bạn nhé,Gửi yếm trước đi bạn nhé.,2,-20.826611,38.15221
giảm đi lấy luôn,Giảm đi lấy luôn,2,14.007824,35.723095
mình thấy bánh ngoài có 150,Mình thấy bán ngoài có 150,0,30.999258,12.155346
thế nguyen,Thu nguyen,5,25.587503,-42.295406
0976300923,0976300923,5,73.976654,-31.035933
19g/10 đường số 9 nguyễn xiển p long bình q 9,"19G/10 đường số 9, nguyễn xiển, P.long bình, q.9.",2,27.603739,54.964336
nó ngược cái móc lên không lắp vào được,Nó ngược cái móc lên ko lắp vào đc,2,-5.280758,20.451347
nhà em lắp ngược mái che rồi,Nhà e lắp ngược mái che rồi,0,40.294563,30.69471
xong chưa em,Xong chưa e,2,-20.467751,27.845341
bảo hàng sang qua gọi chị theo số 0986 990 885 nhé nhà có biển treo nấu cỗ chay ấy em nhé,Bh mang qua gọi c theo số 0986 990 885 nhé. Nhà có biển treo nấu cỗ chay ấy e nhé,0,47.005814,26.65835
